smile,disgust,joy,msmile,mdisgust,mjoy,pitch,yaw,roll
30.6,0.14,0.91,33.36,3.11,0.33,-9.88,2.33,2.4
45.11,0.01,10.63,99.28,0,99.92,-9.37,3.5,2.22
73.55,0,89.72,0,0,0,-12.66,3.44,3.82
84.52,0,95.53,8.85,0,0.01,-11.8,1.24,2.66
85.91,0,95.89,17.15,0,0.04,-12.43,-0.06,1.68
92.67,0,98.6,11.12,0,0.01,-13.31,-0.29,1.96
94.91,0,99.03,93.24,0,99.76,-15.39,-0.73,2.14
96.91,0,99.3,89.54,0,99.54,-15.76,0.27,2.63
97.59,0,99.37,97.54,0,99.89,-17.03,-0.07,2.46
97.14,0,99.32,99.12,0,99.92,-13.39,1.76,2.97
97.15,0,99.44,98.41,0,99.9,-7.6,4.51,3.18
97.77,0,99.9,0,0,0,-11.15,3.5,2.4
98.18,0,99.91,100,0,99.93,-9.2,2.29,3.26
98.63,0,99.91,99.98,0,99.93,-9.3,3.13,2.57
97.36,0,99.82,0,0,0,-10.67,3.55,2.39
93.06,0.01,99.49,0,0,0,-11.14,1.67,4.78
78.14,0.02,85.59,0,0,0,-9.62,2.42,5.56
52.35,0.12,5.91,0,0,0,-8.49,1.91,5.99
34.09,0.44,0.25,0,0,0,-13.58,2.88,6.27
45.08,0.22,1.39,0,0,0,-20.3,2.24,8.65
49.55,0.16,7.25,0,0,0,-24.57,2.73,10.55
73.57,0.03,94.77,0,0,0,-27.78,2.88,8.85
88.98,0,99.56,0,0,0,-32.09,3.38,7.98
0,0,0,0,0,0,-35.82,4.35,8.51
97.26,0,99.84,0,0,0,-34.74,2.59,8.41
98.2,0.02,99.9,0,0,0,-27.54,1.32,9.36
99.3,0.04,99.92,0,0,0,-17.79,1.3,10.32
98.2,0.04,99.9,99.98,0.01,99.93,0.4,4.03,3.41
94.11,0.03,99.81,99.99,0,99.93,13.19,5.03,4.94
74.11,0.05,95.34,99.82,0.01,99.93,13.58,6.75,1.89
71.06,0.06,90.39,99.99,0.01,99.93,2.73,5.14,0.98
25.26,57.56,0.55,99.79,0,99.93,-8.92,-0.64,4.91
7.63,99.31,0.01,0,0,0,-24.11,-0.58,11.13
2.75,99.05,0,0,0,0,-30.95,3.81,12.88
2.81,1.85,0,0,0,0,-32.51,4.43,13
0,0,0,0,0,0,-36.55,3.94,17.51
0,0,0,0,0,0,-39.21,-1.71,9.69
24.72,1.23,0.17,0,0,0,-25.35,5.78,10.28
78.46,0.05,97.54,0,0,0,-19.51,5.54,8.01
94.22,0.01,99.81,0,0,0,-20.3,7.02,5.95
98.31,0.01,99.91,0,0,0,-20.49,5.93,4.27
98.03,0.01,99.9,0,0,0,-17.81,7.83,4.14
97.48,0,99.89,100,0,99.93,-13.01,6.37,3.5
98.29,0,99.91,99.99,0,99.93,-10.39,5.81,2
98.83,0,99.91,99.99,0,99.93,-9.87,5.65,1.64
99.39,0,99.92,99.99,0,99.93,-9.08,5.08,1.53
99.79,0,99.93,100,0,99.93,-3.38,6.84,1.26
99.47,0,99.92,98.41,0.01,99.91,-4.5,5.32,0.91
98.19,5.77,99.89,99.99,0,99.93,-5.54,6.26,1.33
96.3,0.8,99.85,99.99,0,99.93,-9.05,4.69,1.41
92.29,0.33,99.64,100,0,99.93,-10.4,4.15,3.91
81.95,0.3,95.22,100,0,99.93,-13.81,3.55,2.86
86.4,0.06,97.95,100,0.01,99.93,-18.72,3.74,2.22
91.23,0.04,99.15,0,0,0,-21.06,4.64,1.68
90.3,0.03,99.01,100,0,99.93,-22.35,6.73,0.24
90.76,0.03,99.35,0,0,0,-22.85,8.03,-0.16
88.89,0.03,98.81,0,0,0,-23.91,7.93,1.37
90.65,0.02,98.93,0,0,0,-23.36,7.17,1.78
90.79,0.02,98.46,99.97,0,99.93,-25.2,7.31,1.22
89.55,0.04,97.26,96.65,0,99.87,-29.04,5.73,1.28
89.55,0.02,98.03,98.42,0,99.9,-29.66,5.65,0.89
89.44,0.01,98.44,98.97,0,99.92,-29.29,5.44,0.67
86.79,0.02,98.27,99.98,0,99.93,-28.07,5.47,0.63
89.81,0.02,99.34,99.99,0,99.93,-25.72,4.84,1
94.19,0.01,99.76,100,0,99.93,-21.6,6.46,0.59
95.66,0.01,99.82,100,0,99.93,-18.66,2.67,-1.21
98.01,0.01,99.89,100,0,99.93,-15.3,3.66,-0.58
99.07,0,99.91,100,0,99.93,-11.65,3.76,-2
99.53,0,99.89,100,0,99.93,-8.43,2.84,-4.3
99.82,0,99.89,100,0,99.93,-5.9,1.4,-2.49
99.92,0.01,99.88,100,0,99.93,-5.54,0.85,0.26
99.94,0.01,99.9,100,0,99.93,-6.05,2.75,0.79
99.97,0.01,99.91,0,0,0,-4.72,4.81,-0.12
99.98,0.01,99.92,100,0.01,99.93,-7.05,3.42,0.61
99.97,0.01,99.93,100,0.01,99.93,-5.97,2.63,-0.34
99.97,0.01,99.93,100,0.01,99.93,-4.7,3.05,-3.79
99.96,0.01,99.93,100,0.01,99.93,-7.29,3.09,-5.58
99.93,0,99.93,99.9,0,99.93,-8.84,3.18,-13.51
99.77,0,99.93,100,0,99.93,-5.65,9.28,-1.62
99.61,0,99.93,0,0,0,-10.16,7.87,0.59
99.42,0,99.92,100,0,99.93,-6.26,8.01,-0.84
99.13,0,99.92,0,0,0,-11.02,6.16,1.93
98.73,0,99.91,0,0,0,-7.41,1.66,1.12
98.78,0,99.91,99.95,0,99.93,-11.65,2.02,3.25
98.63,0,99.91,0,0,0,-10.11,3.15,2.02
98.41,0,99.91,99.79,0,99.93,-9.2,2.37,0.57
97.62,0,99.84,99.7,0,99.93,-16.04,1.52,1.51
98.25,0,99.51,98.65,0,99.91,-10.26,2.45,2.35
98.73,0,99.48,0,0,0,-9.79,2.77,-0.49
98.03,0,99.41,0,0,0,-7.65,3.22,-0.75
94.42,0,98.95,43.66,0,4.88,-5.74,5.62,0.45
88.35,0,97.19,92.84,0,99.75,-5.96,3.8,-0.4
68.25,0,52.66,94.09,0,99.8,-6.07,1.97,-0.54
58.81,0,10.51,99.99,0,99.93,-8.67,0.62,1.04
63.84,0.02,20.35,99.97,0,99.93,-9.15,1.21,1.84
78.12,0.01,93.22,99.95,0,99.93,-6.99,1.52,1.31
90.95,0,98.76,0,0,0,-6.11,3.32,-1.18
94.32,0,98.93,99.9,0,99.93,-4.95,3.51,-2.96
90.42,0,98,0,0,0,-3.34,3.04,-3.62
89.51,0,98.26,99.94,0,99.93,-1.9,2.35,-5.68
89.31,0.01,99.5,22.4,0.09,0.11,-4.03,-2.38,-6.63
81.53,0.01,98.47,0,0,0,-0.23,2.03,-10.44
78.99,0.01,97.07,0,0,0,3.31,1.67,-23.77
81.96,0.01,97.67,99.97,0,99.93,3.47,7.14,-15.6
64.38,0.01,72.24,99.9,0,99.93,5.21,9.96,-14.62
38.17,0.01,0.76,99.27,0,99.92,5.21,7.68,-12.86
22.45,0,0,99.9,0,99.93,6.39,7.37,-8.57
17.32,0,0,4,0,0,3.91,5.16,-1.67
12.52,0,0,0,0,0,5.03,8.98,6.91
9.77,0,0,74.5,0,93.3,-1.57,5.07,7.48
4.38,0.88,0.01,79.76,0,97.24,-0.67,0.15,0.49
3.54,1.89,0.02,3.02,0.18,0,-2.54,-0.86,-0.59
5.85,1.75,0.02,0.21,0.08,0,-2.03,-1.69,-1.43
0.96,2.4,0,0.75,0,0,5.25,-9.46,-6.78
0.08,2.5,0,5.85,0.44,0,13.06,-19.16,-10.23
0.01,1.82,0,28.64,2.51,0.16,11.6,-16.91,-10.48
0,1.23,0,0.03,0.01,0,2.79,-8.52,-6.04
0,2.4,0.01,0.15,0.41,0,-0.49,-2.83,-2.91
0,1.91,0.01,0.11,0.39,0,-1.54,-3.28,-1.42
0.05,1.73,0.01,4.6,0.21,0,-2.57,-4.51,-0.65
0.18,2.95,0,0.61,0.01,0,-3.71,-3.04,0.32
0.31,3.79,0,0.24,0.03,0,-4.69,-3.85,0.98
0.37,4.02,0,0.34,0.06,0,-5.56,-4.71,3.2
0.3,8.13,0,0,0,0,-6.75,-2.87,5.58
0.2,1.38,0,0.09,0.01,0,-14.58,-1.05,-3.29
0,0,0,8.1,0.24,0.01,-3.84,-29.96,-19.27
0.01,0.43,0,0,0,0,0.83,-19.25,0.86
,,,0,0,0,,,
0,0.23,0,0.01,0.43,0,-18.79,-3.68,-3.59
0,0.27,0,0,0.43,0,-15.42,-18.23,-5.92
0.06,0.37,0,2.73,0.35,0,-18.89,-17.27,-8.24
0,0,0,0,0,0,-17.67,-25.06,-6.37
0,0,0,0,0,0,-16.01,-26.93,-5.48
0,0,0,55.74,0.01,31.19,-15.05,-26.11,-6.3
0.08,0.47,0,0.03,0.86,0,-16.25,-15.31,-5.23
0.01,0.41,0,0,0.22,0,-18.35,-6.6,-5.05
0.01,0.04,0,0.02,0.39,0,-17.88,-2.82,-0.38
0,0.34,0,15.8,0.14,0,-17.7,-3.96,-1.25
0.01,0.56,0,0.86,0.4,0,-15.99,-3.36,-2.89
0,1.82,0.01,0.04,0.42,0,-16.79,-4.3,-3.29
0.01,0.52,0,0.38,0.39,0,-17.47,-3.17,-2.53
0.02,0.23,0,0.78,0.09,0,-16.84,-6.75,-3.18
0.01,0.11,0,0.03,0.44,0,-17.6,-8.72,-4.69
0.02,0.1,0,0.02,0.43,0,-17.81,-15.89,-7.38
0.04,0.06,0,0,0.37,0,-18.01,-13.85,-8.38
0.02,0.1,0,0,0.43,0,-18.69,-4.01,-9.04
0,0.1,0,0,0.42,0,-18.68,-2.67,-8.43
0,0.21,0,0.01,0.42,0,-19.19,-3.49,-6.16
0,0.4,0,0,0.42,0,-19.21,-1.43,-4.32
0,0.43,0,1.72,0.08,0,-17.15,-1.82,-4.17
0,0.46,0,0.04,0.42,0,-18.97,-2.82,-3.55
0,0.45,0,0,0.43,0,-19.38,-3.17,-2.42
0,0.52,0,1.5,0.38,0,-19.56,-3.93,-3.55
0,1.08,0,0,0.04,0,-18.05,-2.69,-1.75
0,0.49,0,0,0.41,0,-18.61,-2.51,-1.99
0,0.43,0,0,0.43,0,-17.41,-1.37,-4.24
0,0.45,0,2.14,0.36,0,-18.51,-2.24,-5.88
0,0.51,0,0.01,0.43,0,-19.61,-1.97,-5.14
0,0.52,0,0.23,0.42,0,-20.68,-3.78,-6.1
0,0.44,0,4.83,0.3,0,-19.37,-3.77,-5.13
0,0.44,0,3.22,0.34,0,-18.61,-5.27,-5.02
0,0.54,0,0.42,0.41,0,-19.2,-6.54,-5.5
0,0.57,0,0.01,0.41,0,-20.72,-4.2,-5.46
0.01,0.5,0,0,0.13,0,-20.74,-3.57,-6.21
0.01,0.4,0,5.82,0.28,0.01,-21.74,-1.91,-6.18
0,0.42,0,0.11,0.44,0,-20.64,-1.45,-5.15
0,0.43,0,0.55,0.41,0,-19.87,-1.63,-5.97
0,0.43,0,0,0.43,0,-18.25,-4.28,-6.53
0,0.7,0,0,0.43,0,-17.57,-4.4,-6.12
0,1.89,0.01,0.31,0.42,0,-17.68,-7.55,-7.91
0.01,2.11,0.01,0.03,0.42,0,-18.33,-6.44,-6.87
0.01,1.69,0.01,0,0.43,0,-18.54,-4.11,-6.64
0.02,0.67,0,0.61,0.41,0,-18,-3.22,-6.03
0.03,0.23,0,0,0.42,0,-20.12,-1.95,-5.3
0.03,0.23,0,20.43,0.1,0.08,-20.74,-0.57,-5.55
0.02,0.3,0,1.91,0.37,0,-18.62,-2.13,-6.61
0.02,0.39,0,0.96,0.39,0,-18.73,-0.6,-5.28
0.01,0.42,0,0,0.42,0,-17.25,-1.06,-5.9
0,0.43,0,0.02,0.43,0,-18.23,-1.08,-6.73
0,0.42,0,2.57,0.35,0,-18.65,-1.09,-6.94
0,0.41,0,0.01,0.36,0,-18.04,0.29,-5.74
0,0.42,0,0.02,0.4,0,-17.74,0.52,-4.45
0,0.44,0,0,0.44,0,-16.32,4.35,-3.23
0,0.44,0,0,0.35,0,-17.1,6.93,-2.51
0,0.42,0,0,0.42,0,-18.88,2.9,-5.02
0,0.42,0,0.08,0.42,0,-19.78,1.4,-6.48
0,0.42,0,4.39,0.31,0,-20.04,-0.04,-7.35
0,0.41,0,11.74,0.17,0.02,-18.43,2.05,-3.05
0,0.41,0,0.13,0.42,0,-18.36,-1.96,-5.15
0,0.34,0,0.01,0.43,0,-16.39,-4.74,-5.61
0,0.32,0,19.78,0.1,0.07,-15.7,-6.64,-4.24
0.01,0.86,0,0.01,0.43,0,-17.46,-5.08,-4.7
0.03,2.05,0.01,63.2,0.01,64.13,-18.4,-5.62,-4.32
0.06,4.41,0.01,0.06,0.58,0,-18.71,-6.05,-4.34
0.06,2.95,0,0.75,1.13,0,-18.41,-7.39,-4.58
0.07,5.31,0,48.71,0.01,11.37,-17.77,-8.15,-4.48
0.09,2.46,0,44.97,0.02,6.11,-17.57,-7.75,-4.24
0.09,2.65,0,0.03,0.42,0,-16.22,-5.59,-3.45
0.05,1.64,0,0.41,0.1,0,-14.84,-5.9,-3.43
0.1,3.7,0.01,6.91,0.26,0.01,-10.64,-7.29,-6.57
0.11,5.4,0.01,0.01,0.36,0,-8.58,-7.93,-5.13
0.16,3.51,0.01,62.92,0,62.96,-4.71,-5.87,-3.35
0.08,3,0.01,4.36,1.37,0,-1.99,-3.64,-2.74
0.12,3.03,0.01,1.59,0.48,0,-1.59,-3.56,-5.19
0.15,3.08,0.01,0,0.42,0,-3.14,-5.23,-6.11
0.38,2.93,0.01,0.01,0.43,0,-5.2,-5.3,-6.92
0.27,2.88,0.01,21.94,0.09,0.1,-4.41,-4.05,-6.03
0.89,2.71,0.01,0.11,0.4,0,-5.18,-4.41,-6.49
0.65,1.85,0.01,16.92,0.12,0.04,-5.41,-5.97,-6.44
0.3,2.19,0,0,0.41,0,-5.18,-6.82,-6.78
0.07,2.21,0,0,0.39,0,-3.74,-6.66,-5.82
0.04,2.19,0,0.04,0.28,0,-4.5,-7.81,-5.61
0.02,1.84,0,0.13,0.41,0,-3.59,-7.2,-4.23
0.04,1.88,0,1.2,0.32,0,-4.13,-7.88,-4.71
0.05,2.11,0,8.91,0.19,0.01,-3.51,-6.24,-4.73
0.07,2.11,0,0,0.34,0,-3.76,-6.25,-4.78
0.09,1.91,0,2.07,0.36,0,-3.14,-5.98,-4.32
0.08,1.71,0,0.05,0.22,0,-3.4,-5.38,-5.05
0.06,1.65,0,38.78,0.02,2.06,-3.86,-5.79,-4.77
0.06,1.26,0,42.81,0.02,4.21,-3.17,-4.34,-4.56
0.04,0.94,0,80.44,0,97.62,-2.73,-5,-4.36
0.02,1.1,0,28.21,0.07,0.31,-2.45,-4.68,-5.04
0.01,1.73,0.01,11.78,0.19,0,-2.89,-4.16,-6.49
0,3.39,0.01,0.41,3.44,0,-2.54,-4.13,-6.8
0,6.85,0.01,0.96,1.13,0,-2.83,-3.27,-6.16
0,8.68,0.01,22.07,1.83,0.1,-2.25,-3.8,-6.47
0,11.14,0.01,0.02,0.69,0,-3.08,-3.56,-6.78
0,11.38,0.01,0.08,4.72,0,-2.21,-3.06,-6.76
0,13.41,0.01,6.63,4.22,0.01,-2.91,-2.89,-6.19
0,11.31,0.01,84.81,0,98.91,-3.1,-3.68,-6.04
0.02,12.41,0.01,8.1,0.01,0.01,-3.78,-2.93,-5.9
0.47,15.49,0.01,34.16,0.05,0.89,-2.59,-3,-6.43
5.22,14.37,0.03,30.66,0.48,0.48,-1.96,-4.02,-6.63
13.59,12.72,0.1,0.55,13.35,0,-5.09,-4.15,-9.08
15.51,16.75,0.14,0,0,0,-6.96,-3.8,-15.89
24.69,7.14,0.39,1.22,0.09,0,-4.97,-2.01,-2.63
8.49,5.54,0.01,41.86,0,3.56,-7.09,-1.91,-2.18
3.13,3.21,0,0.97,0,0,-10.48,-0.44,-1.98
1.65,1.37,0,14.13,0,0.01,-10.77,-0.38,-1.57
0.83,0.49,0,1.29,0.01,0,-11.56,-0.46,-1.25
0.14,0.43,0,43.71,0,4.73,-11.59,-1.06,0.1
0.04,0.47,0,92.57,0,99.73,-10.16,-0.27,1.15
0.03,1.14,0,63.85,0,66.8,-9.84,-0.47,0.21
0.03,3.31,0,77.11,0,95.73,-10.98,-2.83,-0.31
0.03,2.99,0,76.56,0,95.3,-11,-1.39,0.06
0.06,3.45,0,49.68,0,13.21,-11.94,-2.33,-0.19
0.11,1.96,0,37.32,0,1.39,-10.6,-0.8,-1.38
0.08,1.93,0,15.91,0,0.02,-10.82,-1.38,-0.66
0.18,1.19,0,66.28,0,75.78,-9.63,-1.17,0.12
0.27,0.51,0,94.41,0,99.74,-9.44,-0.26,1.67
0.35,0.19,0,13.72,0,0.02,-8.27,-0.71,1.03
0.39,0.25,0,0.5,0,0,-9.54,-2.46,1.46
0.81,9.42,0.01,20.27,0,0,-10.62,-4.81,1.82
0.56,17.74,0.01,0.35,0,0,-12.52,-7.39,4.04
0.68,20.78,0.01,0.01,0.16,0,-11.91,-7.74,3.57
0.72,31.47,0.01,0.53,0.37,0,-10.16,-6.05,2.03
0.76,35.63,0.01,9.48,0,0.01,-11.48,-4.33,2.5
0.7,34.1,0.01,3.73,0,0,-9.04,-5.12,1
2.23,29.15,0.01,2.38,0,0,-7.36,-0.97,1.59
2.81,12.34,0.01,36.56,0,1.37,-2.89,-1.07,2.08
7.04,1.71,0.01,3.18,0,0,-4.69,0.64,3.33
22.87,0.03,0.08,0,0,0,-4.7,0.78,3.82
51.61,0.01,7.97,32.41,0,0.63,-4.62,0.67,5.72
57.59,0.01,18.89,27.5,0,0.27,-5.26,0.33,5.22
81.31,0,92.11,41.18,0,3.16,-6.07,1.12,5.14
86.76,0,96.95,33.8,0,0.82,-5.6,0.74,4.58
85.27,0,95.91,99.38,0,99.92,-6.14,0.39,4.78
91.56,0,98.37,68.59,0,82.64,-4.72,0.45,5.97
96.27,0,99.22,92.93,0,99.75,-2.56,0.2,6.08
98.51,0,99.46,99.51,0,99.92,-2.65,0.55,5.64
99.3,0,99.52,98.9,0,99.92,-2.14,0.79,5.86
99.81,0,99.56,93.58,0,99.25,-2.02,0.84,6.31
99.9,0,99.57,99.78,0,99.93,-3.36,0.84,0.25
99.93,0,99.57,99.99,0,99.93,-3.47,0.53,0.12
99.94,0,99.57,99.96,0,99.93,-3.6,0.79,0.21
99.96,0,99.57,99.37,0,99.92,-3.84,1.24,-0.46
99.96,0,99.57,87.23,0,99.3,-3.97,1.18,-0.51
99.95,0,99.57,99.17,0,99.92,-3.47,0.83,-1.14
99.93,0,99.57,99.75,0,99.93,-2.92,1.63,-1.36
99.93,0,99.57,97.67,0,99.89,-3.99,0.34,-1.91
99.82,0,99.69,98.69,0,99.91,-3.3,1.51,-3.32
99.53,0,99.9,99.92,0,99.93,-1.14,0.56,-3.41
99.28,0.01,99.92,99.3,0,99.92,-1.6,0.58,-3.12
98,0,99.88,97.47,0,99.87,-2.76,-0.08,-3.57
94.12,0.01,99.8,98.85,0,99.88,-2.52,1.08,-3.43
95.22,0,99.77,96.01,0,99.86,0.49,0.91,-3.65
97.53,0,99.54,95.81,0,99.81,-2.17,0.26,-3.45
97.83,0,99.4,99.96,0,99.93,-2.2,0.54,-2.7
99.59,0,99.55,0,0,0,-3.42,-5.22,-3.61
97.98,0,99.41,0,0,0,-9.05,4.07,-32.6
,,,0,0,0,,,
,,,0,0,0,,,
,,,0,0,0,,,
,,,0,0,0,,,
,,,0,0,0,,,
,,,0,0,0,,,
5.87,30.71,0,0,0,0,4.31,3.72,-4.37
0.01,1.79,0,0,0,0,2.05,4.92,-14.65
0.01,2.22,0,0.01,0.43,0,0.92,3.85,3.98
0,1.78,0,0,0.43,0,1.32,4.9,4.04
0.01,2.45,0,0,0.43,0,1.99,5.06,4.3
0,2.41,0.01,0,0.42,0,2.59,7,3.84
0.01,2.51,0.01,0.77,0.02,0,4.51,5.4,3.68
0.12,2.56,0.01,0,0,0,7.25,5.37,2.94
0.69,2.49,0.01,0,0,0,8.45,4.75,3.04
1.77,2.27,0.01,81.25,0,97.92,7.17,5.26,2.31
9.73,1.34,0.05,2.77,0.03,0,6.96,5.16,1.97
12.19,1.13,0.06,6.57,0.33,0.01,6.85,5.03,2.25
4.9,1.69,0.01,0.02,0.42,0,7.22,5.42,0.67
4.83,1.86,0.01,0,0,0,6.21,4.64,0.47
1.41,2.36,0,0,0,0,4.59,4.3,1.81
0.48,2.5,0,0.01,0.43,0,0.7,-0.33,2.71
0.16,2.56,0.01,3.54,0.01,0,-1.13,-1.73,2.96
0.82,2.45,0.01,97.07,0,99.88,2.57,1.03,3.52
2.47,2.21,0.02,97.24,0,99.88,2.29,3.25,3.14
2.82,2.18,0.02,0.71,1.33,0,-0.33,1.69,3.05
8.07,1.55,0.04,0.66,0.4,0,3.1,3.31,2.03
29.38,0.38,1.34,47.86,0,2.25,2.32,1.73,2.58
13.45,1.09,0.1,0.91,0.1,0,0.21,2.69,2.15
14.76,1,0.13,71,0,7.95,2.3,3.3,2.23
66.52,0.03,85.74,86.15,0,99.13,2.23,3.28,1.63
89.57,0.01,99.62,98.8,0,99.91,1.61,2.66,1.83
95.02,0.01,99.84,27.2,0,0.04,2.27,3.45,2.97
85.03,0.01,99.2,2.15,14.23,0,1.32,0.49,2.1
20.6,0.7,0.33,3.21,0.25,0,1.37,1.49,0.5
4.13,2.1,0.02,2.36,3.68,0,1.43,1.91,1.86
5.47,1.99,0.03,80.44,0,96.6,1.48,1.41,1.82
10.11,1.5,0.06,87.66,0,99.29,0.36,1.33,0.93
57.12,0.07,56.36,96.35,0,99.86,2.13,1.8,1.17
96.82,0,99.88,92.25,0,99.68,1.59,5.21,0.75
99.68,0,99.93,95.22,0,99.83,2.41,3.09,0.83
99.4,0,99.92,98.32,0,99.9,1.37,4.93,0.2
98.82,0,99.92,98.81,0,99.9,3.33,4.58,0.68
86.43,0.01,99.36,0.97,0.02,0,1.83,1.69,3.13
47.06,0.12,19.81,0.49,0.02,0,0.77,3.99,2.46
24.58,0.53,0.62,7.73,0.01,0,2.82,3.4,3.21
2.55,2.21,0.02,2.67,0.4,0,1.06,1.43,2.56
0.17,2.55,0.01,1.21,0.45,0,1.95,0.96,2.51
0.26,2.51,0.01,0.08,0.32,0,1.84,2.49,2.84
0.72,2.35,0.01,1.8,0,0,2.55,2.49,2.33
0.83,2.36,0.01,19.77,0.04,0.01,2.2,1.71,1.07
5.29,1.79,0.03,55.33,0,29.05,2.6,2.18,1.31
35.99,0.25,3.87,21.02,0.02,0,2.02,2.99,0.17
54.27,0.08,44.58,56.07,0,32.41,1.8,2.07,1
42.2,0.17,10.08,10.3,0.05,0,2.66,1.02,1.03
13.83,1.05,0.11,8.48,0.04,0.01,1.56,1.78,0.6
8.21,1.51,0.04,0.46,0.02,0,1.93,1.86,1.07
3.76,2,0.02,57.44,0,38.48,1.6,0.87,0.92
4.41,1.9,0.02,5.1,0,0,2.53,1.01,0.75
6.04,1.56,0.03,0.14,0,0,2.68,-0.56,0.44
15.36,0.49,0.07,11.79,0,0,1.87,-5.17,2.12
25.44,0.14,0.2,1.77,0.04,0,0.32,-11.95,2.13
44.86,0.03,3.49,27.83,0,0.27,-0.39,-10,1.48
53.8,0.01,14.11,9.63,0,0.01,-0.58,-8.72,1.07
71.93,0.01,83.79,96.75,0,99.87,0.43,-6.65,1.82
81.36,0.01,96.99,9.52,0,0.01,-3.39,-2.28,1.73
78.99,0.02,97.11,81.27,0,97.95,-5.7,-1.34,1.16
32.02,0.16,0.68,2.65,0,0,-7.31,-0.86,1.95
6.22,0.11,0.01,53.96,0,25.02,-10.52,0.41,5.63
0.37,0.02,0,0,0,0,-17.75,0.09,0.2
0.04,0.01,0,0.01,0.01,0,-19.39,0.05,1.62
0.01,0.01,0,0,0,0,-20.23,0.64,1.8
0.01,0.03,0,0,0,0,-19.8,0.78,1.3
0.01,0.02,0,0,0,0,-19.86,0.7,0.89
0.01,0.02,0,0.34,0,0,-19.62,0.46,0.78
0.02,0.01,0,0,0,0,-19.37,0.6,0.46
0.02,0.02,0,0,0.01,0,-19.31,-0.68,0.1
0.02,0.02,0,0,0,0,-18.91,0.22,0.66
0.02,0.01,0,1.32,0,0,-19.15,0.3,-0.28
0.02,0.01,0,2.01,0,0,-18.57,0.88,0.5
0.02,0.02,0,0.04,0,0,-19.13,1.24,0.28
0.02,0.09,0,0.22,0,0,-18.6,0.8,1.06
0.04,0.2,0,0.63,0,0,-18.25,-0.31,0.39
0.09,0.29,0,0.03,0,0,-18.09,-2.4,0.56
0.18,0.3,0,35.85,0,1.22,-16.88,-3.11,1.1
0.34,0.25,0,0.65,0,0,-15.73,-2.4,1.69
0.59,0.24,0.01,52.95,0,21.65,-15.88,-2.45,0.41
0.63,0.18,0.01,33.36,0,0.78,-15.98,-1.28,0.08
0.39,0.15,0.01,77.98,0,96.32,-15.12,-1.89,-0.06
0.3,0.32,0,37.97,0,1.78,-15.48,-1.69,0.07
0.54,0.76,0.01,44.72,0,5.84,-15.04,-1.65,-0.28
0.77,1.02,0.01,49.34,0,12.35,-15.44,-1.6,-0.02
0.99,1.18,0,9.24,0.27,0.01,-14.53,-1.93,-0.8
1.22,1.81,0,0.39,47.59,0,-16.33,-0.99,-1.61
3.84,2.12,0,0.63,1.79,0,-17.46,-0.95,-1.14
15.37,1.05,0.01,27.42,0.02,0.25,-16.89,-2.34,-2.26
45.21,0.15,3.04,82.84,0.01,98.45,-16.66,-1.6,-1.64
66.83,0.04,68.79,27.56,0.13,0.27,-14.95,-1.34,-2.23
79.26,0.02,96.88,82.45,0,98.33,-14.27,-0.14,-2.15
68.91,0.04,84.52,26.43,0.13,0.18,-15.02,-0.58,-2.83
54.04,0.11,21.03,25.89,0.05,0.2,-15.14,-0.25,-2.37
36.37,0.33,0.42,85.54,0,99.05,-15.31,-0.46,-2.72
21.68,0.89,0.02,0.96,0.92,0,-15.19,-1.15,-3.92
22.12,0.83,0.04,69.03,0.02,83.79,-13.69,-5.98,-6.93
15.88,1.75,0.04,0.02,0.17,0,-10.73,-4.27,-5.69
20.63,2.7,0.13,1.65,45.9,0,-12.15,1.27,3.5
35.86,2.36,2.96,95.15,0,98.02,-9.64,0.39,0.61
80.18,0.23,98.2,31.55,7.06,0.12,-8.12,-0.13,1.85
96.03,0.09,99.87,92.17,0,99.69,-7.52,-0.24,-0.92
99.16,0.08,99.92,88.6,0,99.39,-10.4,0.78,1.43
99.47,0.08,99.92,97.94,0,99.9,-9.86,1.15,1.35
99.49,0.08,99.92,98.71,0,99.81,-10.84,2.47,0.07
99.07,0.08,99.92,81.58,0,97.32,-11.42,1.05,-1.52
96.89,0.09,99.88,10.43,0.82,0.01,-11.31,-0.69,-2.86
83.51,0.15,98.97,0,0.9,0,-11.87,-2.88,-4.11
63.43,0.55,78,2.37,1.41,0,-9.74,-4.49,-5.47
53.95,0.9,42.54,99.97,0.01,99.93,-8.96,6.51,-2.01
62.93,0.6,75.98,100,0,99.93,-9.68,-4.78,-3.32
71.67,0.39,93.13,99.96,0,99.93,-5.57,0.32,-2.7
94.87,0.09,99.84,97.84,0,99.89,-7.55,-1.18,-3.72
98.3,0.07,99.91,100,0,99.93,-7.83,-0.83,-3.63
98.93,0.07,99.92,0,0,0,-9.02,-0.04,-1.58
98.63,0.07,99.91,68.66,0,41.97,-9.6,-0.83,-2.29
98.73,0.06,99.91,87.05,0,98.36,-5.46,-0.98,-1.95
98.29,0.06,99.91,99.99,0,99.93,-12.5,2.05,-3.09
97.74,0.06,99.9,99.97,0,99.93,-7.38,2.23,-7.06
98.48,0.06,99.91,0,0,0,-7.74,5.58,-22.89
98.59,0.04,99.91,99.84,0,99.8,-6.73,5.37,-6.03
98.65,0.04,99.91,99.87,0,99.93,-10.03,3.43,-2.53
97.57,0.03,99.9,99.98,0,99.93,-10.66,1.97,2.57
